"ROUNDQUANT"	"STYLE"	"COLOR"	"XSPORT_ACTIVITY1"	"XSIZE1"	"XGENDER1"	"UPC"	"XRETAIL"	"DESCRIP1"	"DESCRIP2"	"DESCRIP3"	"DESCRIP4"	"DESCRIP5"	"DESCRIP6"	"DESCRIP7"	"DESCRIP8"	"DESCRIP9"	"DESCRIP10"	"DESCRIP11"	"DESCRIP12"	"DESCRIP14"	"NIKEPO"	"XCOLORBAR"	"ORDERNO"	"RFID"	"qrcode"	"OrderLineNo"	"__xcolorbar"	"rowno"
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B8860FAB004"	"HTTPS://QR.NIKE.COM/04MZHYJC0FB4M"	"9"	"RED"	"11" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B8B7D6FC004"	"HTTPS://QR.NIKE.COM/04NNHVRXBG9TR"	"9"	"RED"	"12" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B8B82BB7C04"	"HTTPS://QR.NIKE.COM/044X3VB3BWGZY"	"9"	"RED"	"13" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B8D9692DC04"	"HTTPS://QR.NIKE.COM/042ZQ4DBGCHMB"	"9"	"RED"	"14" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B8F919C5804"	"HTTPS://QR.NIKE.COM/04EFRTGS7YHVW"	"9"	"RED"	"15" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B9031502004"	"HTTPS://QR.NIKE.COM/04THG7QBBTQQM"	"9"	"RED"	"16" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B909C361804"	"HTTPS://QR.NIKE.COM/045X76ZY5924Y"	"9"	"RED"	"17" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B916C267804"	"HTTPS://QR.NIKE.COM/04HRD6RVHSDJ9"	"9"	"RED"	"18" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B922421E004"	"HTTPS://QR.NIKE.COM/04F7Z021ZNABM"	"9"	"RED"	"19" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B92DEB71404"	"HTTPS://QR.NIKE.COM/04MZTHSF73D7K"	"9"	"RED"	"20" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B948CD79C04"	"HTTPS://QR.NIKE.COM/04JYXQR1PV6GT"	"9"	"RED"	"21" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B94AC9ED404"	"HTTPS://QR.NIKE.COM/04R3SWXHFVND1"	"9"	"RED"	"22" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B95B1C28404"	"HTTPS://QR.NIKE.COM/04DQBRP8T9BS4"	"9"	"RED"	"23" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B9653EA4404"	"HTTPS://QR.NIKE.COM/0409FG675XED7"	"9"	"RED"	"24" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B9670491404"	"HTTPS://QR.NIKE.COM/04G8K1TKEMM71"	"9"	"RED"	"25" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B96BF589804"	"HTTPS://QR.NIKE.COM/04QKY6GTMJGWY"	"9"	"RED"	"26" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B9732653404"	"HTTPS://QR.NIKE.COM/041DJ4AHSG50P"	"9"	"RED"	"27" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B98CA4B3804"	"HTTPS://QR.NIKE.COM/04KXB2QYX1RX4"	"9"	"RED"	"28" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B995693BC04"	"HTTPS://QR.NIKE.COM/0457Z4XS4WMTV"	"9"	"RED"	"29" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B99CBF73004"	"HTTPS://QR.NIKE.COM/04QZX571ACZD0"	"9"	"RED"	"30" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B99F66B4C04"	"HTTPS://QR.NIKE.COM/04HNBDXHGDREX"	"9"	"RED"	"31" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B9A26717C04"	"HTTPS://QR.NIKE.COM/04XG9ZZ15ZGVF"	"9"	"RED"	"32" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B9A295F7C04"	"HTTPS://QR.NIKE.COM/04Z32NRCX8YEN"	"9"	"RED"	"33" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B9A6B2B5C04"	"HTTPS://QR.NIKE.COM/048G1JPQQQZYR"	"9"	"RED"	"34" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B9A9D0D0004"	"HTTPS://QR.NIKE.COM/04PE3CRC9QF58"	"9"	"RED"	"35" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B9C25A0D804"	"HTTPS://QR.NIKE.COM/04KZ5D07DWBBA"	"9"	"RED"	"36" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B9C89EA9804"	"HTTPS://QR.NIKE.COM/047ZNEV9ZDWTY"	"9"	"RED"	"37" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B9CDDEBA804"	"HTTPS://QR.NIKE.COM/046CK1VD4D3KW"	"9"	"RED"	"38" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B9DE3BC9404"	"HTTPS://QR.NIKE.COM/042BDT2JC71C1"	"9"	"RED"	"39" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9B9F11662004"	"HTTPS://QR.NIKE.COM/04XZBNZEDQVG7"	"9"	"RED"	"40" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9BA04D467804"	"HTTPS://QR.NIKE.COM/04TKYXV3NB5PW"	"9"	"RED"	"41" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9BA0CAC26404"	"HTTPS://QR.NIKE.COM/04827B63G6158"	"9"	"RED"	"42" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9BA192E2C004"	"HTTPS://QR.NIKE.COM/04TRZ6SSDB9PE"	"9"	"RED"	"43" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9BA25B6B2C04"	"HTTPS://QR.NIKE.COM/04F1GNV8H87F1"	"9"	"RED"	"44" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9BA30CF77004"	"HTTPS://QR.NIKE.COM/04EJBWSN37AF9"	"9"	"RED"	"45" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9BA3FA944804"	"HTTPS://QR.NIKE.COM/045X5KVTCSSEQ"	"9"	"RED"	"46" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9BA4E606B004"	"HTTPS://QR.NIKE.COM/0484ZQHKZ32MH"	"9"	"RED"	"47" 
"1"	"II7348"	"072"	"SPTCAS"	"L"	"KIDS"	"198726159826"	"1880"	"大童上衣"	"印度製"	"國外委製商：NIKE Inc."	"進口商：台灣耐基商業有限公司"	"住址：台北市敦化南路一段二號15樓"	"電話：02-81612799"	"統一編號：53762288"	"製造日期："	"建議 零售價"	"--DO NOT PRINT--"	"--DO NOT PRINT--"	"2025-09-22"	"NT$"	"6201942460"	"RED"	"7500000QER"	"30340C21180F9BA5075ED004"	"HTTPS://QR.NIKE.COM/04JR93D3C15N9"	"9"	"RED"	"48" 
